EXCHANGE,BASE,QUOTE
coinbase,POWR,MNT
coinbase,POWR,MOP
coinbase,POWR,MRO
coinbase,POWR,MUR
coinbase,POWR,MVR
coinbase,POWR,MWK
coinbase,POWR,MXN
coinbase,POWR,MYR
coinbase,POWR,MZN
coinbase,POWR,NAD
coinbase,POWR,NGN
coinbase,POWR,NIO
coinbase,POWR,NOK
coinbase,POWR,NPR
coinbase,POWR,NZD
coinbase,POWR,OMR
coinbase,POWR,PAB
coinbase,POWR,PEN
coinbase,POWR,PGK
coinbase,POWR,PHP
coinbase,POWR,PKR
coinbase,POWR,PLN
coinbase,POWR,PYG
coinbase,POWR,QAR
coinbase,POWR,RON
coinbase,POWR,RSD
coinbase,POWR,RUB
coinbase,POWR,RWF
coinbase,POWR,SAR
coinbase,POWR,SBD
coinbase,POWR,SCR
coinbase,POWR,SEK
coinbase,POWR,SGD
coinbase,POWR,SHP
coinbase,POWR,SLL
coinbase,POWR,SOS
coinbase,POWR,SRD
coinbase,POWR,SSP
coinbase,POWR,STD
coinbase,POWR,SVC
coinbase,POWR,SZL
coinbase,POWR,THB
coinbase,POWR,TJS
coinbase,POWR,TMM
coinbase,POWR,TMT
coinbase,POWR,TND
coinbase,POWR,TOP
coinbase,POWR,TRY
coinbase,POWR,TTD
coinbase,POWR,TWD
coinbase,POWR,TZS
coinbase,POWR,UAH
coinbase,POWR,UGX
coinbase,POWR,USD
coinbase,POWR,UYU
coinbase,POWR,UZS
coinbase,POWR,VES
coinbase,POWR,VND
coinbase,POWR,VUV
coinbase,POWR,WST
coinbase,POWR,XAF
coinbase,POWR,XAG
coinbase,POWR,XAU
coinbase,POWR,XCD
coinbase,POWR,XDR
coinbase,POWR,XOF
coinbase,POWR,XPD
coinbase,POWR,XPF
coinbase,POWR,XPT
coinbase,POWR,YER
coinbase,POWR,ZAR
coinbase,POWR,ZMW
coinbase,POWR,ZWL
coinbase,GYEN,AED
coinbase,GYEN,AFN
coinbase,GYEN,ALL
coinbase,GYEN,AMD
coinbase,GYEN,ANG
coinbase,GYEN,AOA
coinbase,GYEN,ARS
coinbase,GYEN,AUD
coinbase,GYEN,AWG
coinbase,GYEN,AZN
coinbase,GYEN,BAM
coinbase,GYEN,BBD
coinbase,GYEN,BDT
coinbase,GYEN,BGN
coinbase,GYEN,BHD
coinbase,GYEN,BIF
coinbase,GYEN,BMD
coinbase,GYEN,BND
coinbase,GYEN,BOB
coinbase,GYEN,BRL
coinbase,GYEN,BSD
coinbase,GYEN,BTN
coinbase,GYEN,BWP
coinbase,GYEN,BYN
coinbase,GYEN,BYR
coinbase,GYEN,BZD
coinbase,GYEN,CAD
coinbase,GYEN,CDF
coinbase,GYEN,CHF
coinbase,GYEN,CLF
coinbase,GYEN,CLP
coinbase,GYEN,CNH
coinbase,GYEN,CNY
coinbase,GYEN,COP
coinbase,GYEN,CRC
coinbase,GYEN,CUC
coinbase,GYEN,CVE
coinbase,GYEN,CZK
coinbase,GYEN,DJF
coinbase,GYEN,DKK
coinbase,GYEN,DOP
coinbase,GYEN,DZD
coinbase,GYEN,EGP
coinbase,GYEN,ETB
coinbase,GYEN,EUR
coinbase,GYEN,FJD
coinbase,GYEN,FKP
coinbase,GYEN,GBP
coinbase,GYEN,GBX
coinbase,GYEN,GEL
coinbase,GYEN,GGP
coinbase,GYEN,GHS
coinbase,GYEN,GIP
coinbase,GYEN,GMD
coinbase,GYEN,GNF
coinbase,GYEN,GTQ
coinbase,GYEN,GYD
coinbase,GYEN,HKD
coinbase,GYEN,HNL
coinbase,GYEN,HRK
coinbase,GYEN,HTG
coinbase,GYEN,HUF
coinbase,GYEN,IDR
coinbase,GYEN,ILS
coinbase,GYEN,IMP
coinbase,GYEN,INR
coinbase,GYEN,IQD
coinbase,GYEN,ISK
coinbase,GYEN,JEP
coinbase,GYEN,JMD
coinbase,GYEN,JOD
coinbase,GYEN,JPY
coinbase,GYEN,KES
coinbase,GYEN,KGS
coinbase,GYEN,KHR
coinbase,GYEN,KMF
coinbase,GYEN,KRW
coinbase,GYEN,KWD
coinbase,GYEN,KYD
coinbase,GYEN,KZT
coinbase,GYEN,LAK
coinbase,GYEN,LBP
coinbase,GYEN,LKR
coinbase,GYEN,LRD
coinbase,GYEN,LSL
coinbase,GYEN,LYD
coinbase,GYEN,MAD
coinbase,GYEN,MDL
coinbase,GYEN,MGA
coinbase,GYEN,MKD
coinbase,GYEN,MMK
coinbase,GYEN,MNT
coinbase,GYEN,MOP
coinbase,GYEN,MRO
coinbase,GYEN,MUR
coinbase,GYEN,MVR
coinbase,GYEN,MWK
coinbase,GYEN,MXN
coinbase,GYEN,MYR
coinbase,GYEN,MZN
coinbase,GYEN,NAD
coinbase,GYEN,NGN
coinbase,GYEN,NIO
coinbase,GYEN,NOK
coinbase,GYEN,NPR
coinbase,GYEN,NZD
coinbase,GYEN,OMR
coinbase,GYEN,PAB
coinbase,GYEN,PEN
coinbase,GYEN,PGK
coinbase,GYEN,PHP
coinbase,GYEN,PKR
coinbase,GYEN,PLN
coinbase,GYEN,PYG
coinbase,GYEN,QAR
coinbase,GYEN,RON
coinbase,GYEN,RSD
coinbase,GYEN,RUB
coinbase,GYEN,RWF
coinbase,GYEN,SAR
coinbase,GYEN,SBD
coinbase,GYEN,SCR
coinbase,GYEN,SEK
coinbase,GYEN,SGD
coinbase,GYEN,SHP
coinbase,GYEN,SLL
coinbase,GYEN,SOS
coinbase,GYEN,SRD
coinbase,GYEN,SSP
coinbase,GYEN,STD
coinbase,GYEN,SVC
coinbase,GYEN,SZL
coinbase,GYEN,THB
coinbase,GYEN,TJS
coinbase,GYEN,TMM
coinbase,GYEN,TMT
coinbase,GYEN,TND
coinbase,GYEN,TOP
coinbase,GYEN,TRY
coinbase,GYEN,TTD
coinbase,GYEN,TWD
coinbase,GYEN,TZS
coinbase,GYEN,UAH
coinbase,GYEN,UGX
coinbase,GYEN,USD
coinbase,GYEN,UYU
coinbase,GYEN,UZS
coinbase,GYEN,VES
coinbase,GYEN,VND
coinbase,GYEN,VUV
coinbase,GYEN,WST
coinbase,GYEN,XAF
coinbase,GYEN,XAG
coinbase,GYEN,XAU
coinbase,GYEN,XCD
coinbase,GYEN,XDR
coinbase,GYEN,XOF
coinbase,GYEN,XPD
coinbase,GYEN,XPF
coinbase,GYEN,XPT
coinbase,GYEN,YER
coinbase,GYEN,ZAR
coinbase,GYEN,ZMW
coinbase,GYEN,ZWL
coinbase,ENS,AED
coinbase,ENS,AFN
coinbase,ENS,ALL
coinbase,ENS,AMD
coinbase,ENS,ANG
coinbase,ENS,AOA
coinbase,ENS,ARS
coinbase,ENS,AUD
coinbase,ENS,AWG
coinbase,ENS,AZN
coinbase,ENS,BAM
coinbase,ENS,BBD
coinbase,ENS,BDT
coinbase,ENS,BGN
coinbase,ENS,BHD
coinbase,ENS,BIF
coinbase,ENS,BMD
coinbase,ENS,BND
coinbase,ENS,BOB
coinbase,ENS,BRL
coinbase,ENS,BSD
coinbase,ENS,BTN
coinbase,ENS,BWP
coinbase,ENS,BYN
coinbase,ENS,BYR
coinbase,ENS,BZD
coinbase,ENS,CAD
coinbase,ENS,CDF
coinbase,ENS,CHF
coinbase,ENS,CLF
coinbase,ENS,CLP
coinbase,ENS,CNH
coinbase,ENS,CNY
coinbase,ENS,COP
coinbase,ENS,CRC
coinbase,ENS,CUC
coinbase,ENS,CVE
coinbase,ENS,CZK
coinbase,ENS,DJF
coinbase,ENS,DKK
coinbase,ENS,DOP
coinbase,ENS,DZD
coinbase,ENS,EGP
coinbase,ENS,ETB
coinbase,ENS,EUR
coinbase,ENS,FJD
coinbase,ENS,FKP
coinbase,ENS,GBP
coinbase,ENS,GBX
coinbase,ENS,GEL
coinbase,ENS,GGP
coinbase,ENS,GHS
coinbase,ENS,GIP
coinbase,ENS,GMD
coinbase,ENS,GNF
coinbase,ENS,GTQ
coinbase,ENS,GYD
coinbase,ENS,HKD
coinbase,ENS,HNL
coinbase,ENS,HRK
coinbase,ENS,HTG
coinbase,ENS,HUF
coinbase,ENS,IDR
coinbase,ENS,ILS
coinbase,ENS,IMP
coinbase,ENS,INR
coinbase,ENS,IQD
coinbase,ENS,ISK
coinbase,ENS,JEP
coinbase,ENS,JMD
coinbase,ENS,JOD
coinbase,ENS,JPY
coinbase,ENS,KES
coinbase,ENS,KGS
coinbase,ENS,KHR
coinbase,ENS,KMF
coinbase,ENS,KRW
coinbase,ENS,KWD
coinbase,ENS,KYD
coinbase,ENS,KZT
coinbase,ENS,LAK
coinbase,ENS,LBP
coinbase,ENS,LKR
coinbase,ENS,LRD
coinbase,ENS,LSL
coinbase,ENS,LYD
coinbase,ENS,MAD
coinbase,ENS,MDL
coinbase,ENS,MGA
coinbase,ENS,MKD
coinbase,ENS,MMK
coinbase,ENS,MNT
coinbase,ENS,MOP
coinbase,ENS,MRO
coinbase,ENS,MUR
coinbase,ENS,MVR
coinbase,ENS,MWK
coinbase,ENS,MXN
coinbase,ENS,MYR
coinbase,ENS,MZN
coinbase,ENS,NAD
coinbase,ENS,NGN
coinbase,ENS,NIO
coinbase,ENS,NOK
coinbase,ENS,NPR
coinbase,ENS,NZD
coinbase,ENS,OMR
coinbase,ENS,PAB
coinbase,ENS,PEN
coinbase,ENS,PGK
coinbase,ENS,PHP
coinbase,ENS,PKR
coinbase,ENS,PLN
coinbase,ENS,PYG
coinbase,ENS,QAR
coinbase,ENS,RON
coinbase,ENS,RSD
coinbase,ENS,RUB
coinbase,ENS,RWF
coinbase,ENS,SAR
coinbase,ENS,SBD
coinbase,ENS,SCR
coinbase,ENS,SEK
coinbase,ENS,SGD
coinbase,ENS,SHP
coinbase,ENS,SLL
coinbase,ENS,SOS
coinbase,ENS,SRD
coinbase,ENS,SSP
coinbase,ENS,STD
coinbase,ENS,SVC
coinbase,ENS,SZL
coinbase,ENS,THB
coinbase,ENS,TJS
coinbase,ENS,TMM
coinbase,ENS,TMT
coinbase,ENS,TND
coinbase,ENS,TOP
coinbase,ENS,TRY
coinbase,ENS,TTD
coinbase,ENS,TWD
coinbase,ENS,TZS
coinbase,ENS,UAH
coinbase,ENS,UGX
coinbase,ENS,USD
coinbase,ENS,UYU
coinbase,ENS,UZS
coinbase,ENS,VES
coinbase,ENS,VND
coinbase,ENS,VUV
coinbase,ENS,WST
coinbase,ENS,XAF
coinbase,ENS,XAG
coinbase,ENS,XAU
coinbase,ENS,XCD
coinbase,ENS,XDR
coinbase,ENS,XOF
coinbase,ENS,XPD
coinbase,ENS,XPF
coinbase,ENS,XPT
coinbase,ENS,YER
coinbase,ENS,ZAR
coinbase,ENS,ZMW
coinbase,ENS,ZWL
coinbaseprime,LCX,EUR
coinbaseprime,XLM,USD
coinbaseprime,GRT,USD
coinbaseprime,SNX,BTC
coinbaseprime,ALGO,USD
coinbaseprime,COMP,BTC
coinbaseprime,UST,USDT
coinbaseprime,NKN,USD
coinbaseprime,FIL,USD
coinbaseprime,MANA,BTC
coinbaseprime,TRU,USDT
coinbaseprime,CELO,EUR
coinbaseprime,ALGO,BTC
coinbaseprime,BCH,USD
coinbaseprime,UMA,EUR
coinbaseprime,RARI,USD
coinbaseprime,EOS,BTC
coinbaseprime,ORN,USDT
coinbaseprime,NU,GBP
coinbaseprime,RLC,BTC
coinbaseprime,REP,BTC
coinbaseprime,BAL,BTC
coinbaseprime,POWR,USDT
coinbaseprime,CLV,EUR
coinbaseprime,CVC,USD
coinbaseprime,SOL,USD
coinbaseprime,ATOM,USD
coinbaseprime,ARPA,USD
coinbaseprime,KRL,USDT
coinbaseprime,SKL,EUR
coinbaseprime,XTZ,EUR
coinbaseprime,ADA,BTC
coinbaseprime,DOGE,BTC
coinbaseprime,CELO,GBP
coinbaseprime,SHIB,GBP
coinbaseprime,SUKU,EUR
coinbaseprime,ETC,GBP
coinbaseprime,1INCH,GBP
coinbaseprime,NKN,EUR
coinbaseprime,AVAX,BTC
coinbaseprime,OMG,BTC
coinbaseprime,SUKU,USDT
coinbaseprime,BOND,USD
coinbaseprime,ALGO,GBP
coinbaseprime,REQ,GBP
coinbaseprime,MKR,BTC
coinbaseprime,LINK,USD
coinbaseprime,BNT,USD
coinbaseprime,CHZ,EUR
coinbaseprime,DOT,BTC
coinbaseprime,CELO,BTC
coinbaseprime,UNI,BTC
coinbaseprime,ENJ,BTC
coinbaseprime,ATOM,BTC
coinbaseprime,NKN,BTC
coinbaseprime,ASM,USDT
coinbaseprime,REQ,EUR
coinbaseprime,AVAX,USD
coinbaseprime,CVC,USDC
coinbaseprime,AUCTION,USD
coinbaseprime,UMA,GBP
coinbaseprime,SKL,USD
coinbaseprime,UMA,BTC
coinbaseprime,BTC,USDT
coinbaseprime,BTC,GBP
coinbaseprime,BTRST,USDT
coinbaseprime,ICP,USDT
coinbaseprime,BAT,ETH
coinbaseprime,WCFG,BTC
coinbaseprime,GRT,GBP
coinbaseprime,AXS,USDT
coinbaseprime,KRL,EUR
coinbaseprime,WCFG,GBP
coinbaseprime,TRU,BTC
coinbaseprime,AXS,EUR
coinbaseprime,MATIC,BTC
coinbaseprime,MANA,ETH
coinbaseprime,BADGER,EUR
coinbaseprime,XYO,BTC
coinbaseprime,BTRST,GBP
coinbaseprime,ETH,USDC
coinbaseprime,DOT,EUR
coinbaseprime,DOGE,EUR
coinbaseprime,UNI,USD
coinbaseprime,ADA,USD
coinbaseprime,FIL,EUR
coinbaseprime,TRAC,EUR
coinbaseprime,BAND,EUR
coinbaseprime,WLUNA,BTC
coinbaseprime,IOTX,EUR
coinbaseprime,POLY,USDT
coinbaseprime,FET,USD
coinbaseprime,ALCX,USD
coinbaseprime,ZEC,USDC
coinbaseprime,KNC,USD
coinbaseprime,UMA,USD
coinbaseprime,FORTH,EUR
coinbaseprime,ETH,DAI
coinbaseprime,UNI,GBP
coinbaseprime,NKN,GBP
coinbaseprime,SHIB,USD
coinbaseprime,ENJ,USD
coinbaseprime,RAD,GBP
coinbaseprime,GALA,USD
coinbaseprime,LTC,BTC
coinbaseprime,PAX,USD
coinbaseprime,FARM,USDT
coinbaseprime,FIL,BTC
coinbaseprime,FX,USD
coinbaseprime,QUICK,USD
coinbaseprime,WCFG,USDT
coinbaseprime,LCX,USD
coinbaseprime,DOGE,GBP
coinbaseprime,LTC,USD
coinbaseprime,LTC,EUR
coinbaseprime,EOS,EUR
coinbaseprime,MKR,USD
coinbaseprime,AAVE,GBP
coinbaseprime,UST,USD
coinbaseprime,WLUNA,USD
coinbaseprime,FET,USDT
coinbaseprime,ETC,BTC
coinbaseprime,LINK,GBP
coinbaseprime,WLUNA,GBP
coinbaseprime,MANA,USDC
coinbaseprime,SKL,BTC
coinbaseprime,LRC,BTC
coinbaseprime,NMR,BTC
coinbaseprime,PERP,USD
coinbaseprime,BTC,UST
coinbaseprime,CTSI,BTC
coinbaseprime,ANKR,BTC
coinbaseprime,BTC,USD
coinbaseprime,VGX,EUR
coinbaseprime,CELO,USD
coinbaseprime,FIL,GBP
coinbaseprime,IOTX,USDT
coinbaseprime,AGLD,USDT
coinbaseprime,TRB,BTC
coinbaseprime,DNT,USDC
coinbaseprime,ETC,EUR
coinbaseprime,GRT,BTC
coinbaseprime,WCFG,USD
coinbaseprime,SNX,GBP
coinbaseprime,USDT,USDC
coinbaseprime,BTRST,BTC
coinbaseprime,LTC,GBP
coinbaseprime,ALGO,EUR
coinbaseprime,ATOM,EUR
coinbaseprime,ANKR,USD
coinbaseprime,RLY,USD
coinbaseprime,CHZ,USDT
coinbaseprime,OXT,USD
coinbaseprime,AMP,USD
coinbaseprime,OGN,BTC
coinbaseprime,RAD,USDT
coinbaseprime,ZEN,USD
coinbaseprime,REQ,USD
coinbaseprime,PLA,USD
coinbaseprime,BNT,GBP
coinbaseprime,DDX,USD
coinbaseprime,YFII,USD
coinbaseprime,BTRST,EUR
coinbaseprime,BTC,EUR
coinbaseprime,SUSHI,BTC
coinbaseprime,BCH,BTC
coinbaseprime,REN,BTC
coinbaseprime,AUCTION,USDT
coinbaseprime,BADGER,USDT
coinbaseprime,POLY,USD
coinbaseprime,AXS,BTC
coinbaseprime,MIR,EUR
coinbaseprime,LOOM,USDC
coinbaseprime,MIR,GBP
coinbaseprime,REN,USD
coinbaseprime,XYO,EUR
coinbaseprime,YFI,BTC
coinbaseprime,DOGE,USDT
coinbaseprime,ADA,GBP
coinbaseprime,DAI,USDC
coinbaseprime,GNT,USDC
coinbaseprime,ETH,GBP
coinbaseprime,FARM,USD
coinbaseprime,OMG,EUR
coinbaseprime,SKL,GBP
coinbaseprime,ZEN,USDT
coinbaseprime,ADA,EUR
coinbaseprime,REP,USD
coinbaseprime,KNC,BTC
coinbaseprime,POWR,USD
coinbaseprime,BAT,USDC
coinbaseprime,FORTH,BTC
coinbaseprime,SUSHI,ETH
coinbaseprime,BNT,BTC
coinbaseprime,MLN,USD
coinbaseprime,JASMY,USD
coinbaseprime,BTC,USDC
coinbaseprime,TRU,EUR
coinbaseprime,1INCH,BTC
coinbaseprime,MASK,EUR
coinbaseprime,LINK,ETH
coinbaseprime,USDC,EUR
coinbaseprime,COMP,USD
coinbaseprime,XTZ,USD
coinbaseprime,RLY,GBP
coinbaseprime,NU,EUR
coinbaseprime,AGLD,USD
coinbaseprime,ALCX,EUR
coinbaseprime,SUSHI,USD
coinbaseprime,QNT,USD
coinbaseprime,MANA,USD
coinbaseprime,CRV,USD
coinbaseprime,DOT,GBP
coinbaseprime,OMG,GBP
coinbaseprime,NMR,EUR
coinbaseprime,WBTC,USD
coinbaseprime,RAD,EUR
coinbaseprime,DAI,USD
coinbaseprime,USDT,USD
coinbaseprime,1INCH,EUR
coinbaseprime,ENS,USD
coinbaseprime,TRAC,USD
coinbaseprime,ZRX,USD
coinbaseprime,FORTH,GBP
coinbaseprime,STORJ,USD
coinbaseprime,SOL,ETH
coinbaseprime,LRC,USD
coinbaseprime,BNT,EUR
coinbaseprime,CRO,USD
coinbaseprime,BAT,BTC
coinbaseprime,CLV,USDT
coinbaseprime,MASK,GBP
coinbaseprime,SUSHI,EUR
coinbaseprime,SOL,EUR
coinbaseprime,CLV,GBP
coinbaseprime,CHZ,USD
coinbaseprime,POWR,EUR
coinbaseprime,MIR,BTC
coinbaseprime,ETH,BTC
coinbaseprime,IOTX,USD
coinbaseprime,TRB,USD
coinbaseprime,WLUNA,USDT
coinbaseprime,CRO,USDT
coinbaseprime,ANKR,EUR
coinbaseprime,XLM,EUR
coinbaseprime,ZRX,EUR
coinbaseprime,MASK,USD
coinbaseprime,KEEP,USD
coinbaseprime,BCH,EUR
coinbaseprime,DOGE,USD
coinbaseprime,LOOM,USD
coinbaseprime,LINK,BTC
coinbaseprime,WCFG,EUR
coinbaseprime,AVAX,USDT
coinbaseprime,BTRST,USD
coinbaseprime,VGX,USD
coinbaseprime,ETH,USDT
coinbaseprime,ETH,USD
coinbaseprime,SHIB,USDT
coinbaseprime,BADGER,USD
coinbaseprime,ICP,USD
coinbaseprime,NU,USD
coinbaseprime,ENS,EUR
coinbaseprime,RAI,USD
coinbaseprime,TRAC,USDT
coinbaseprime,PAX,USDT
coinbaseprime,PERP,EUR
coinbaseprime,ALCX,USDT
coinbaseprime,ARPA,EUR
coinbaseprime,BAT,EUR
coinbaseprime,CLV,USD
coinbaseprime,RLC,USD
coinbaseprime,GTC,USD
coinbaseprime,SUKU,USD
coinbaseprime,AAVE,USD
coinbaseprime,ICP,BTC
coinbaseprime,ASM,USD
coinbaseprime,XLM,BTC
coinbaseprime,ENS,USDT
coinbaseprime,GRT,EUR
coinbaseprime,TRU,USD
coinbaseprime,ADA,ETH
coinbaseprime,RAD,USD
coinbaseprime,AAVE,BTC
coinbaseprime,MATIC,EUR
coinbaseprime,AXS,USD
coinbaseprime,SOL,GBP
coinbaseprime,OGN,USD
coinbaseprime,ETH,EUR
coinbaseprime,MUSD,USD
coinbaseprime,UNI,EUR
coinbaseprime,CRV,BTC
coinbaseprime,DASH,BTC
coinbaseprime,RLY,USDT
coinbaseprime,GYEN,USD
coinbaseprime,MASK,USDT
coinbaseprime,ADA,USDC
coinbaseprime,ICP,GBP
coinbaseprime,CTSI,USD
coinbaseprime,WBTC,BTC
coinbaseprime,RAD,BTC
coinbaseprime,SUSHI,GBP
coinbaseprime,TRIBE,USD
coinbaseprime,BAT,USD
coinbaseprime,XTZ,GBP
coinbaseprime,NMR,GBP
coinbaseprime,ORN,BTC
coinbaseprime,SHIB,EUR
coinbaseprime,DOT,USD
coinbaseprime,DASH,USD
coinbaseprime,XYO,USD
coinbaseprime,KRL,USD
coinbaseprime,OMG,USD
coinbaseprime,ETC,USD
coinbaseprime,ARPA,USDT
coinbaseprime,USDT,GBP
coinbaseprime,REQ,USDT
coinbaseprime,REQ,BTC
coinbaseprime,CRV,GBP
coinbaseprime,ZEC,BTC
coinbaseprime,BAND,GBP
coinbaseprime,RGT,USD
coinbaseprime,CRV,EUR
coinbaseprime,DOT,USDT
coinbaseprime,BAND,BTC
coinbaseprime,MATIC,GBP
coinbaseprime,STORJ,BTC
coinbaseprime,BAL,USD
coinbaseprime,BAND,USD
coinbaseprime,SOL,BTC
coinbaseprime,WLUNA,EUR
coinbaseprime,1INCH,USD
coinbaseprime,FORTH,USD
coinbaseprime,CHZ,GBP
coinbaseprime,AVAX,EUR
coinbaseprime,AUCTION,EUR
coinbaseprime,ATOM,GBP
coinbaseprime,NMR,USD
coinbaseprime,GALA,EUR
coinbaseprime,ZEC,USD
coinbaseprime,RLY,EUR
coinbaseprime,PERP,USDT
coinbaseprime,USDC,GBP
coinbaseprime,IOTX,BTC
coinbaseprime,MATIC,USD
coinbaseprime,XYO,USDT
coinbaseprime,COTI,USD
coinbaseprime,LCX,USDT
coinbaseprime,ORN,USD
coinbaseprime,XTZ,BTC
coinbaseprime,CRO,EUR
coinbaseprime,GALA,USDT
coinbaseprime,BCH,GBP
coinbaseprime,AAVE,EUR
coinbaseprime,UST,EUR
coinbaseprime,DDX,USDT
coinbaseprime,ZRX,BTC
coinbaseprime,SNX,USD
coinbaseprime,YFI,USD
coinbaseprime,EOS,USD
coinbaseprime,SOL,USDT
coinbaseprime,ICP,EUR
coinbaseprime,ACH,USD
coinbaseprime,SNX,EUR
coinbaseprime,NU,BTC
coinbaseprime,MANA,EUR
coinbaseprime,ANKR,GBP
coinbaseprime,ZEN,BTC
coinbaseprime,MIR,USD
coinbaseprime,VGX,USDT
coinbaseprime,LINK,EUR
coinbaseprime,DNT,USD
coinbaseprime,LPT,USD
coinbaseprime,USDT,EUR
coinbaseprime,DDX,EUR
coinbasepro,STORJ,BTC
coinbasepro,AVAX,USD
coinbasepro,ALGO,EUR
coinbasepro,ALCX,USD
coinbasepro,BTC,UST
coinbasepro,OMG,BTC
coinbasepro,ORN,USDT
coinbasepro,GTC,USD
coinbasepro,GRT,EUR
coinbasepro,VGX,USD
coinbasepro,UST,USD
coinbasepro,NKN,USD
coinbasepro,FORTH,EUR
coinbasepro,DNT,USDC
coinbasepro,ENJ,USD
coinbasepro,PLA,USD
coinbasepro,ZRX,USD
coinbasepro,MATIC,EUR
coinbasepro,USDT,GBP
coinbasepro,IOTX,USD
coinbasepro,WLUNA,GBP
coinbasepro,XYO,EUR
coinbasepro,DOT,BTC
coinbasepro,KRL,USD
coinbasepro,EOS,EUR
coinbasepro,ETH,USDT
coinbasepro,CHZ,USD
coinbasepro,WLUNA,BTC
coinbasepro,BAND,EUR
coinbasepro,CELO,GBP
coinbasepro,GALA,USD
coinbasepro,CRV,GBP
coinbasepro,AXS,EUR
coinbasepro,FIL,BTC
coinbasepro,PERP,USD
coinbasepro,1INCH,BTC
coinbasepro,BCH,GBP
coinbasepro,TRIBE,USD
coinbasepro,ETC,EUR
coinbasepro,SUKU,EUR
coinbasepro,MIR,EUR
coinbasepro,BCH,USD
coinbasepro,LPT,USD
coinbasepro,SUKU,USDT
coinbasepro,ETH,BTC
coinbasepro,CVC,USD
coinbasepro,BCH,BTC
coinbasepro,CHZ,GBP
coinbasepro,ETH,DAI
coinbasepro,KNC,BTC
coinbasepro,LOOM,USDC
coinbasepro,BTC,EUR
coinbasepro,ARPA,USDT
coinbasepro,CELO,USD
coinbasepro,DOT,USDT
coinbasepro,ATOM,BTC
coinbasepro,SNX,GBP
coinbasepro,ZRX,EUR
coinbasepro,DDX,USD
coinbasepro,ADA,USDC
coinbasepro,DOT,USD
coinbasepro,ALGO,BTC
coinbasepro,ICP,GBP
coinbasepro,CELO,BTC
coinbasepro,GNT,USDC
coinbasepro,SHIB,USD
coinbasepro,RLC,USD
coinbasepro,BAT,ETH
coinbasepro,MATIC,GBP
coinbasepro,AAVE,EUR
coinbasepro,ICP,USDT
coinbasepro,SNX,EUR
coinbasepro,POLY,USDT
coinbasepro,RAD,USDT
coinbasepro,UST,EUR
coinbasepro,XLM,USD
coinbasepro,BAT,BTC
coinbasepro,ICP,BTC
coinbasepro,RAD,USD
coinbasepro,TRAC,USDT
coinbasepro,OMG,USD
coinbasepro,BAND,BTC
coinbasepro,ADA,GBP
coinbasepro,RAI,USD
coinbasepro,MANA,BTC
coinbasepro,MANA,ETH
coinbasepro,DAI,USDC
coinbasepro,WCFG,GBP
coinbasepro,ANKR,GBP
coinbasepro,FIL,GBP
coinbasepro,ADA,ETH
coinbasepro,AGLD,USD
coinbasepro,BNT,GBP
coinbasepro,LINK,EUR
coinbasepro,XTZ,USD
coinbasepro,NU,USD
coinbasepro,SNX,USD
coinbasepro,LTC,GBP
coinbasepro,FIL,USD
coinbasepro,MKR,BTC
coinbasepro,BNT,EUR
coinbasepro,FARM,USD
coinbasepro,MLN,USD
coinbasepro,SOL,GBP
coinbasepro,ANKR,USD
coinbasepro,NMR,EUR
coinbasepro,CRO,USD
coinbasepro,SHIB,GBP
coinbasepro,RLY,EUR
coinbasepro,AUCTION,EUR
coinbasepro,UNI,BTC
coinbasepro,BAND,USD
coinbasepro,ZEN,USDT
coinbasepro,LCX,EUR
coinbasepro,UMA,USD
coinbasepro,LINK,USD
coinbasepro,WCFG,USD
coinbasepro,ATOM,USD
coinbasepro,BCH,EUR
coinbasepro,VGX,USDT
coinbasepro,SUKU,USD
coinbasepro,MATIC,BTC
coinbasepro,YFII,USD
coinbasepro,ADA,EUR
coinbasepro,EOS,BTC
coinbasepro,IOTX,BTC
coinbasepro,ATOM,GBP
coinbasepro,UNI,EUR
coinbasepro,DASH,USD
coinbasepro,YFI,USD
coinbasepro,MASK,USDT
coinbasepro,ZEN,USD
coinbasepro,XTZ,GBP
coinbasepro,SOL,BTC
coinbasepro,XLM,BTC
coinbasepro,LRC,USD
coinbasepro,BAL,BTC
coinbasepro,WCFG,USDT
coinbasepro,SOL,USDT
coinbasepro,SUSHI,ETH
coinbasepro,ORN,BTC
coinbasepro,UMA,GBP
coinbasepro,DOGE,GBP
coinbasepro,SKL,BTC
coinbasepro,ALCX,USDT
coinbasepro,REN,BTC
coinbasepro,UMA,EUR
coinbasepro,TRU,EUR
coinbasepro,RLY,GBP
coinbasepro,UMA,BTC
coinbasepro,BADGER,USD
coinbasepro,SUSHI,GBP
coinbasepro,USDC,EUR
coinbasepro,NMR,USD
coinbasepro,MASK,GBP
coinbasepro,BNT,USD
coinbasepro,ZEC,USDC
coinbasepro,ETH,EUR
coinbasepro,LOOM,USD
coinbasepro,COTI,USD
coinbasepro,USDC,GBP
coinbasepro,ARPA,USD
coinbasepro,USDT,EUR
coinbasepro,CRV,BTC
coinbasepro,AVAX,EUR
coinbasepro,TRU,BTC
coinbasepro,GYEN,USD
coinbasepro,BAND,GBP
coinbasepro,ATOM,EUR
coinbasepro,CVC,USDC
coinbasepro,ICP,EUR
coinbasepro,IOTX,EUR
coinbasepro,STORJ,USD
coinbasepro,AXS,BTC
coinbasepro,WLUNA,EUR
